cleansing,CaseFolding
Bela in ngisi paket data demi bonus eh malah gak ada kejelasan  mau nanya di live chat susah nyambung  nanya di fb malah di jawab sama robot  yaudah di post di sini aja agar orang lain tau kalau layanan xl itu payah  ,bela in ngisi paket data demi bonus eh malah gak ada kejelasan  mau nanya di live chat susah nyambung  nanya di fb malah di jawab sama robot  yaudah di post di sini aja agar orang lain tau kalau layanan xl itu payah  
Maaf ni sebelumnya katanya XL prioriras tapi sinyalnya kok buriq ya  Bukan kalau XL PRIOPRITAS sinyalnya bagus  Niat kerja ga sih  Memberi orang sinyal yang buruk orang beli paket mahal  tapi paketnya tidak bisa dipakai untuk ngegame dan tiktokan kalau ga bisa memberi sinyal bagus hapus aja aplikasi ini ga guna ada di playstore  cuman bikin malu playstore adanya bagus ni apk di hapus musnahkan dari playstore ga perlu,maaf ni sebelumnya katanya xl prioriras tapi sinyalnya kok buriq ya  bukan kalau xl priopritas sinyalnya bagus  niat kerja ga sih  memberi orang sinyal yang buruk orang beli paket mahal  tapi paketnya tidak bisa dipakai untuk ngegame dan tiktokan kalau ga bisa memberi sinyal bagus hapus aja aplikasi ini ga guna ada di playstore  cuman bikin malu playstore adanya bagus ni apk di hapus musnahkan dari playstore ga perlu
Habis beli kuota di My XL lewat Shopee pay  dari semalam sedang diproses  Tiba  hari ini riwayat nya menghilang  kuota tak kunjung menambah Pembayaran Shopee pay berhasil saldo berkurang drastis  Gimana kelanjutannya,habis beli kuota di my xl lewat shopee pay  dari semalam sedang diproses  tiba  hari ini riwayat nya menghilang  kuota tak kunjung menambah pembayaran shopee pay berhasil saldo berkurang drastis  gimana kelanjutannya
seneng ada diskon pembelian paket semoga tetep ada diskon jadi tidak pindah ke provider lain yang mungkin menawarkan harga paket yang lebih murah dengan jangkauan internet yang jauh lebih baik  ,seneng ada diskon pembelian paket semoga tetep ada diskon jadi tidak pindah ke provider lain yang mungkin menawarkan harga paket yang lebih murah dengan jangkauan internet yang jauh lebih baik  
Gua pakek ni apk lancar lancar aj  gak ad kendala  Cuman ya gitu  sinyal semakin jelek  Udah itu aj kendala saya  udah lama aku pakek XL  Baru terasa sinyal kurang memuaskan,gua pakek ni apk lancar lancar aj  gak ad kendala  cuman ya gitu  sinyal semakin jelek  udah itu aj kendala saya  udah lama aku pakek xl  baru terasa sinyal kurang memuaskan
GAJELAS jaringan manteng buka apk ini tetep aja ga ada jaringan udh uninstall apalah segala macem tetep aja buang  waktu,gajelas jaringan manteng buka apk ini tetep aja ga ada jaringan udh uninstall apalah segala macem tetep aja buang  waktu
Hi XL  Napa nmr baruku gk bisa login ya  Slalu notif maaf sedang ada gangguan padahal nmrku yg lama bisa login  trus gimana nih jika mau liat pulsa kuota via apl myxl Tetep gk bisa login  Kemarin asus  skrg oppo  waduh cemana nak cek kuota,hi xl  napa nmr baruku gk bisa login ya  slalu notif maaf sedang ada gangguan padahal nmrku yg lama bisa login  trus gimana nih jika mau liat pulsa kuota via apl myxl tetep gk bisa login  kemarin asus  skrg oppo  waduh cemana nak cek kuota
dari dulu emg paling recommended pake kartu ini  soalny signal full di lingkungan saya  maklum anak rumahan  walaupun kadang pilihan paketnya mahal juga ttep balik lagi ke kartu ini,dari dulu emg paling recommended pake kartu ini  soalny signal full di lingkungan saya  maklum anak rumahan  walaupun kadang pilihan paketnya mahal juga ttep balik lagi ke kartu ini
Semuanya lancar dan aman  hanya saat hujan tiba  biasanya langsung lemot  kadang memang tidak bisa buka aplikasi untuk cek kuota  Kadang saat pagi sekira jam tiba  sinyal hilang kemudian muncul lagi dengan sinyal beberapa menit kemudian normal lagi ke Paket data juga paling irit daripada operator lain,semuanya lancar dan aman  hanya saat hujan tiba  biasanya langsung lemot  kadang memang tidak bisa buka aplikasi untuk cek kuota  kadang saat pagi sekira jam tiba  sinyal hilang kemudian muncul lagi dengan sinyal beberapa menit kemudian normal lagi ke paket data juga paling irit daripada operator lain
Saran dari saya untuk XL seharusnya lebih memperhatikan pengguna XL yang sudah lama seperti saya  diberi bonus atau harga kuota yg murah  lebih dari tahun nomer ini nggak saya ganti,saran dari saya untuk xl seharusnya lebih memperhatikan pengguna xl yang sudah lama seperti saya  diberi bonus atau harga kuota yg murah  lebih dari tahun nomer ini nggak saya ganti
duhh  ini kenapa sih  kuota YouTube masih banyak  tapi ga bisa dipakai  buka YouTube cuma bisa buka komentarnya doang  videonya ga bisa cuma muter muter doang  tolong dong diperbaiki kesalahan kesalahan di aplikasi nya  mengcape,duhh  ini kenapa sih  kuota youtube masih banyak  tapi ga bisa dipakai  buka youtube cuma bisa buka komentarnya doang  videonya ga bisa cuma muter muter doang  tolong dong diperbaiki kesalahan kesalahan di aplikasi nya  mengcape
Dulu xl dapat dijangkau dgn baik  Jaringannya di daerah sekarang internet tak bagus  kadang blank tidak ada bar sinyal satupun muncul di hp  Lebih  setelah ada penataan jaringan di off kan  Di ganti itu pun sering gangguan jadi error  Habis batre krn cari sinyal  Sudah kuota mahal  internetan gak bisa pula  Yang bagus hanya jaringan buat dikota  saja,dulu xl dapat dijangkau dgn baik  jaringannya di daerah sekarang internet tak bagus  kadang blank tidak ada bar sinyal satupun muncul di hp  lebih  setelah ada penataan jaringan di off kan  di ganti itu pun sering gangguan jadi error  habis batre krn cari sinyal  sudah kuota mahal  internetan gak bisa pula  yang bagus hanya jaringan buat dikota  saja
Saya mau bertanya  knpa bonus XTRA Unlimited Turbo Fb dan Instagram tidak dapat diaktifkan  Padahal sebelumnya saya sudah membeli paketnya di aplikasi MyXl  Saya sudah chat di aplikasi myXL nya dari tanggal sampai sekarang bonus pembelian paketnya belum juga bisa sy aktifkan  Sy membeli paketnya pada tanggal November  mohon bantuannya  Padahal aplikasi myXL sy sudah diupdate dan terbaru  sinyalnya juga sudah tapi saat mengaktifkan bonus fb dan instagramnya tidak dapat diaktifkan,saya mau bertanya  knpa bonus xtra unlimited turbo fb dan instagram tidak dapat diaktifkan  padahal sebelumnya saya sudah membeli paketnya di aplikasi myxl  saya sudah chat di aplikasi myxl nya dari tanggal sampai sekarang bonus pembelian paketnya belum juga bisa sy aktifkan  sy membeli paketnya pada tanggal november  mohon bantuannya  padahal aplikasi myxl sy sudah diupdate dan terbaru  sinyalnya juga sudah tapi saat mengaktifkan bonus fb dan instagramnya tidak dapat diaktifkan
Saya beli paket data Xtra Combo Plus yang  rb dapet  GB kuota utama  GB kuota area sama  GB bonus kuota aplikasi  setelah beli ada notif suruh klaim bonus tapi setelah dibuka notifnya gak bisa di klaim bonusnya  Berarti sama aja cuma  GB totalnya bukan  GB  Padahal sebelum nya bonus itu bisa diklaim mohon untuk diperbaiki bila perlu kompensasi,saya beli paket data xtra combo plus yang  rb dapet  gb kuota utama  gb kuota area sama  gb bonus kuota aplikasi  setelah beli ada notif suruh klaim bonus tapi setelah dibuka notifnya gak bisa di klaim bonusnya  berarti sama aja cuma  gb totalnya bukan  gb  padahal sebelum nya bonus itu bisa diklaim mohon untuk diperbaiki bila perlu kompensasi
Saya pemakai xl prabayar sudah tahun  Tapi kenapa tidak ada penghargaan sebagai pelanggan setia ya  Dulu jaman XL ada sayembara bening yg iklannya anjasmara saya pernah dapat hadiah berupa HP Sony Ericsson skitar tp sekarang XL makin pelit,saya pemakai xl prabayar sudah tahun  tapi kenapa tidak ada penghargaan sebagai pelanggan setia ya  dulu jaman xl ada sayembara bening yg iklannya anjasmara saya pernah dapat hadiah berupa hp sony ericsson skitar tp sekarang xl makin pelit
Mohon agar kpd Pihak XL AXIATA TBK  dlm segi paketan internet murah meriah  agar kami konsumen dpt menikmati paket  termurah di jaringan seluler beda dgn jaringan seluler lainnya  mohon agar saran saya ini di dengar dan di tindak lanjuti  jgn hanya JANJI tp harus ada BUKTINYA,mohon agar kpd pihak xl axiata tbk  dlm segi paketan internet murah meriah  agar kami konsumen dpt menikmati paket  termurah di jaringan seluler beda dgn jaringan seluler lainnya  mohon agar saran saya ini di dengar dan di tindak lanjuti  jgn hanya janji tp harus ada buktinya
tolong tingkatkan kualitas jaringan di kota  kecil  masa dari jam jaringan yang waras cuma sampe jam  ribuan kali komplen  ribuan kali ditangani dan ribuan kali tidak ada perubahan  UNTUK BEBERAPA DAERAH XL SANGAT TIDAK DIREKOMENDASI UNTUK BERMAIN GAME ONLINE PENGALAMAN MAIN GAME PALING BURUK DENGAN XL kalo tidak bisa segera lakukan perbaikan lebih baik hentikan bisnis kalian  ini saran serius,tolong tingkatkan kualitas jaringan di kota  kecil  masa dari jam jaringan yang waras cuma sampe jam  ribuan kali komplen  ribuan kali ditangani dan ribuan kali tidak ada perubahan  untuk beberapa daerah xl sangat tidak direkomendasi untuk bermain game online pengalaman main game paling buruk dengan xl kalo tidak bisa segera lakukan perbaikan lebih baik hentikan bisnis kalian  ini saran serius
saya sudah melaporkan melalui xl care agen tidak bisa membantu saya  padahal masalah saya untuk cek pulsa * tidak bisa respon nya MAAF LAYANAN TIDAK TERSEDIA  LAKUKAN REGISTRASI padahal * * nomer saya sudah berhasil di registrasi dengn NIK sebelumnya nomer yg saya gunakan itu baru beli dan sudah diregistrasi  mau cek pulsa dan mau aktifasi voucher data dari senin sampai sekarang gak bisa dan tindakannya lama  mohon bantuannya min,saya sudah melaporkan melalui xl care agen tidak bisa membantu saya  padahal masalah saya untuk cek pulsa * tidak bisa respon nya maaf layanan tidak tersedia  lakukan registrasi padahal * * nomer saya sudah berhasil di registrasi dengn nik sebelumnya nomer yg saya gunakan itu baru beli dan sudah diregistrasi  mau cek pulsa dan mau aktifasi voucher data dari senin sampai sekarang gak bisa dan tindakannya lama  mohon bantuannya min
Guna nya pulsa siaga apa  Saya gak pernah pake pulsa siaga  trus sering isi pulsa kenapa pas tanggal tua mau di pake nunggu hari gak ada jawaban dari operator kartu saya belum masa tenggang  ini hp saya yg rusak apa provider nya memang kayak gini,guna nya pulsa siaga apa  saya gak pernah pake pulsa siaga  trus sering isi pulsa kenapa pas tanggal tua mau di pake nunggu hari gak ada jawaban dari operator kartu saya belum masa tenggang  ini hp saya yg rusak apa provider nya memang kayak gini
Mau masuk aja gk bs tambah ribet sudah berulang kali di hapus di instal lg tetep aja gk bs login  semua pilihan jenis layanan kartu sudah di coba semua tetep aja gagal login,mau masuk aja gk bs tambah ribet sudah berulang kali di hapus di instal lg tetep aja gk bs login  semua pilihan jenis layanan kartu sudah di coba semua tetep aja gagal login
Saya di Malaysia saya suruh istri saya dari Telkomsel ganti XL bukan tambah bagus makin parah sinyal saja nggak full  kecepatan datanya nggak sampai mbps kalah jauh dengan kartu Malaysia mbps  semua operator Indonesia sinyal bagus hanya di tengah kota Indonesia masih kalah dengan sinyal Malaysia sudah lemot mahal,saya di malaysia saya suruh istri saya dari telkomsel ganti xl bukan tambah bagus makin parah sinyal saja nggak full  kecepatan datanya nggak sampai mbps kalah jauh dengan kartu malaysia mbps  semua operator indonesia sinyal bagus hanya di tengah kota indonesia masih kalah dengan sinyal malaysia sudah lemot mahal
Selalu ready dan siap pulsa dan data  tp emank fakta ini kualitas signal xl sdh tdk sebagus dulu  skrg makin parah  jujur saya hrs siap beralih ke yg lain klo gini terus  XL  jgn takut klo dibilang mahal  selama kualitas signal mu bisa selalu bagus,selalu ready dan siap pulsa dan data  tp emank fakta ini kualitas signal xl sdh tdk sebagus dulu  skrg makin parah  jujur saya hrs siap beralih ke yg lain klo gini terus  xl  jgn takut klo dibilang mahal  selama kualitas signal mu bisa selalu bagus
Maaf kenapa kalau saya buka aplikasinya kembali ke beranda sendiri  Katanya My XL sudah berhenti kenapa ini Pliss caranya gimanaa  Udah hapus lalu instal lagi tapi tetap ga bisaa,maaf kenapa kalau saya buka aplikasinya kembali ke beranda sendiri  katanya my xl sudah berhenti kenapa ini pliss caranya gimanaa  udah hapus lalu instal lagi tapi tetap ga bisaa
Apaan sih ini XL jaringan gak jelas  Yang lain sudah mau eh XL masih lemot gini  Kalau gak niat memperbaiki kualitas jaringan bubar aja lah sekalian,apaan sih ini xl jaringan gak jelas  yang lain sudah mau eh xl masih lemot gini  kalau gak niat memperbaiki kualitas jaringan bubar aja lah sekalian
Maaf satu bintang aja dulu  eh kenapa kuota akrab saya cuma giga bagi sedangkan yg  gb pake ama wa doang bisa pake yg lain kalau kya gini mending beli yg  rb ketauan gb  Mksih,maaf satu bintang aja dulu  eh kenapa kuota akrab saya cuma giga bagi sedangkan yg  gb pake ama wa doang bisa pake yg lain kalau kya gini mending beli yg  rb ketauan gb  mksih
Saya dari tahun  an selalu pake ini provider  layanan semakin membaik  saran aja kasih promo atau cashback atau marchendise sebaigai pelanggan lama biar selalu dimanjakan oleh XL  lancar terus sukses selalu,saya dari tahun  an selalu pake ini provider  layanan semakin membaik  saran aja kasih promo atau cashback atau marchendise sebaigai pelanggan lama biar selalu dimanjakan oleh xl  lancar terus sukses selalu
Ga jelas ngmg ma Maya  mending bicara CS langsung Kapok beli paket di* *  beda kayak dulu  sebelum transaksi ad konfirmasi pelanggan lanjut beli ga Sekarang ga ad Lgsg potong pulsa Saya ga lg pk paket XL tp ad sms pulsa berkurang krn pk internet WHAT,ga jelas ngmg ma maya  mending bicara cs langsung kapok beli paket di* *  beda kayak dulu  sebelum transaksi ad konfirmasi pelanggan lanjut beli ga sekarang ga ad lgsg potong pulsa saya ga lg pk paket xl tp ad sms pulsa berkurang krn pk internet what
Kenapa paket akrab saya belum aktif aktif padahal di apk sudah masuk notif Kalau pembayaran sudah di terima Dan pembayaran juga sudah berhasil  Kenapa paket tidak segera masuk  sudah dari semalam  Tolong xl ya,kenapa paket akrab saya belum aktif aktif padahal di apk sudah masuk notif kalau pembayaran sudah di terima dan pembayaran juga sudah berhasil  kenapa paket tidak segera masuk  sudah dari semalam  tolong xl ya
Sekedar informasi Untuk saat ini jaringan dan app berjalan dgn baik  yg kemarin saya mengeluh soal app yg tidak bisa membeli paket internet di app tapi sekarang sudah dgn lancar Namun jika kondisi di daerah saya sedang hujan  tidak lancar meskipun jalan sih dengan speed lumayan lambat Mohon sekali dari pelayanan jaringan harap diperhatikan saat hujan  Terima kasih Note  bagi kalian pernah kejadian tidak bisa membeli paket internet di app my xl  idupin mode pesawat tunggu krng lbh trus mati,sekedar informasi untuk saat ini jaringan dan app berjalan dgn baik  yg kemarin saya mengeluh soal app yg tidak bisa membeli paket internet di app tapi sekarang sudah dgn lancar namun jika kondisi di daerah saya sedang hujan  tidak lancar meskipun jalan sih dengan speed lumayan lambat mohon sekali dari pelayanan jaringan harap diperhatikan saat hujan  terima kasih note  bagi kalian pernah kejadian tidak bisa membeli paket internet di app my xl  idupin mode pesawat tunggu krng lbh trus mati
udah update dan restart HP  ternyata aplikasi gabisa dibuka kayanya dari servernya  lihat review lain ternyata banyak problem yang sama  kenapa tidak ada perbaikan secara tanggap  kalau ada problem baiknya diinfokan ke pelanggan baik via SMS atau apalah itu agar transparan  lebih baik lagi kalau ada perbaikan  thumbs down,udah update dan restart hp  ternyata aplikasi gabisa dibuka kayanya dari servernya  lihat review lain ternyata banyak problem yang sama  kenapa tidak ada perbaikan secara tanggap  kalau ada problem baiknya diinfokan ke pelanggan baik via sms atau apalah itu agar transparan  lebih baik lagi kalau ada perbaikan  thumbs down
Jaringannya jelek banget dirumah gua ga nyaman banget buat main ML dan PUBG setiap di ingame pasti selalu jaringan merah tiba tiba jaringan menjadi lebih parahnya bisa bisa ilang dalam beberapa detik,jaringannya jelek banget dirumah gua ga nyaman banget buat main ml dan pubg setiap di ingame pasti selalu jaringan merah tiba tiba jaringan menjadi lebih parahnya bisa bisa ilang dalam beberapa detik
verifikasinya tolong di tambah lagi  jangan cuma lewat sms  kalau bisa ya telpon dari operator  karena nunggu sms lama banget  pernah juga ngalamin sms tidak pernah masuk,verifikasinya tolong di tambah lagi  jangan cuma lewat sms  kalau bisa ya telpon dari operator  karena nunggu sms lama banget  pernah juga ngalamin sms tidak pernah masuk
tambah parah aplikasi my xl ini  udh lama bnget baru bisa buka  pas kebuka gk bisa beli paket pke pulsa  bkannya kgunaan utamanya my xl itu kan  mempermudah konsumen brtransaksi pakai pulsa  ini ko segala susah  aplikasi my xl jelek,tambah parah aplikasi my xl ini  udh lama bnget baru bisa buka  pas kebuka gk bisa beli paket pke pulsa  bkannya kgunaan utamanya my xl itu kan  mempermudah konsumen brtransaksi pakai pulsa  ini ko segala susah  aplikasi my xl jelek
Aplikasi ga guna  saya ingin beli paket malah tulisan gaada jaringan padahal kuota masih banyak dan buka aplikasi apapun bisa  Cuma my XL aja yang gabisa,aplikasi ga guna  saya ingin beli paket malah tulisan gaada jaringan padahal kuota masih banyak dan buka aplikasi apapun bisa  cuma my xl aja yang gabisa
tiap kali beli unlimited turbo plus youtube hari Rp kenapa ga sampe hari padahal sudah tertera  &knya jam  pernah jg beli ga sampe jam udah ada notip paketan tidak aktif ga cuma sekali saya mengalami kerugian  apakah pihak xl membenarkan PENIPUAN ini  mohon diperbaiki lagi agar customer merasa puas,tiap kali beli unlimited turbo plus youtube hari rp kenapa ga sampe hari padahal sudah tertera  &knya jam  pernah jg beli ga sampe jam udah ada notip paketan tidak aktif ga cuma sekali saya mengalami kerugian  apakah pihak xl membenarkan penipuan ini  mohon diperbaiki lagi agar customer merasa puas
Apaan sih saya baru beli pulsa eh udah maen dipotong aja pulsanya padahal gak buka data udah sering banget kaya gini gimana sih ini,apaan sih saya baru beli pulsa eh udah maen dipotong aja pulsanya padahal gak buka data udah sering banget kaya gini gimana sih ini
Operator kenapa jaringan XL di provinsi Lampung kabupaten Lampung tengah kecamatan seputih Surabaya susah banget padahal sinyal nya tolong di perbaiki secepatnya  di sini yang pengguna XL pada ngeluh  karena jaringan yang kurang mendukung,operator kenapa jaringan xl di provinsi lampung kabupaten lampung tengah kecamatan seputih surabaya susah banget padahal sinyal nya tolong di perbaiki secepatnya  di sini yang pengguna xl pada ngeluh  karena jaringan yang kurang mendukung
Susah claim bonus transaksi selalu coba lagi padahal lumayan  enakan yamg sebelumnya  setelah update jadi gajelas aplikasinya sering kasih info telat sama susah claim bonusnya padahal lumayan,susah claim bonus transaksi selalu coba lagi padahal lumayan  enakan yamg sebelumnya  setelah update jadi gajelas aplikasinya sering kasih info telat sama susah claim bonusnya padahal lumayan
Dulu aku suka aplikasi ini tp akhir akhir ini di wilayah Lampung Selatan mati total sinyal ga ada selalu tolong jangan sampai berlarut larut sperti ini bila ada perbaikan kami butuh internet kenapa internet hilang bgitu aja ,dulu aku suka aplikasi ini tp akhir akhir ini di wilayah lampung selatan mati total sinyal ga ada selalu tolong jangan sampai berlarut larut sperti ini bila ada perbaikan kami butuh internet kenapa internet hilang bgitu aja 
Hallo sedikit saran dari saya semoga di baca Untuk kenyamanan kita bersama tolong dong sediakan fitur kunci pulsa untuk kenyamanan para pengguna semisal ada pulsa lebih tidak terbuang sia  pada saat paketan kita habis Trimakasi,hallo sedikit saran dari saya semoga di baca untuk kenyamanan kita bersama tolong dong sediakan fitur kunci pulsa untuk kenyamanan para pengguna semisal ada pulsa lebih tidak terbuang sia  pada saat paketan kita habis trimakasi
Tolong perbaiki jaringan sinyal dan komunikasi akhir akhir ini saya kesal karena tiap buka aplikasi game yt bahkan my XL saja error mulu yang ku butuhkan bukan saran  ikuti langkah yg disarankan dari my xlnya tapi jaringan masih leg yg kubutuhkan kecepatan dalam perbaikan jaringan sehingga semua user XL kembali puas dalam menggunakan my XL ini maaf saya kasih bintang pbila sudah bagus semua saya ubah thank,tolong perbaiki jaringan sinyal dan komunikasi akhir akhir ini saya kesal karena tiap buka aplikasi game yt bahkan my xl saja error mulu yang ku butuhkan bukan saran  ikuti langkah yg disarankan dari my xlnya tapi jaringan masih leg yg kubutuhkan kecepatan dalam perbaikan jaringan sehingga semua user xl kembali puas dalam menggunakan my xl ini maaf saya kasih bintang pbila sudah bagus semua saya ubah thank
Kenapa gak bisa beli paket di my XL sekarang yah Padahal udah beli pulsa juga tapi malah gak bisa Katanya bermasalah lah pake kode lah Padahal dulu senang bgt pake XL lancar bgt skrg gak tau kenapa jadi lemot bgt Emang lagi bermasalah atau gimana sih,kenapa gak bisa beli paket di my xl sekarang yah padahal udah beli pulsa juga tapi malah gak bisa katanya bermasalah lah pake kode lah padahal dulu senang bgt pake xl lancar bgt skrg gak tau kenapa jadi lemot bgt emang lagi bermasalah atau gimana sih
semenjak saya update aplikasi ini ke versi terbaru dan setelah saya mengisi survey kok malah sering terjadi kesalahan ya  padahal tadinya selalu lancar  mohon perbaikannya demi kenyamanan bersama,semenjak saya update aplikasi ini ke versi terbaru dan setelah saya mengisi survey kok malah sering terjadi kesalahan ya  padahal tadinya selalu lancar  mohon perbaikannya demi kenyamanan bersama
Mau cek sisa kuota tidak bisa  koneksi internet ok  hp juga sudah di matikan  mode air plane juga sudah  Aplikasi minta di update juga sudah langsung update  Setting APN dan reset APN juga sudah  Dan akhir akhir ini juga untuk koneksi internet nya suka lemot  Dan sisa kuota masih tidak mau muncul  Tapi sisa pulsa bisa kelihatan,mau cek sisa kuota tidak bisa  koneksi internet ok  hp juga sudah di matikan  mode air plane juga sudah  aplikasi minta di update juga sudah langsung update  setting apn dan reset apn juga sudah  dan akhir akhir ini juga untuk koneksi internet nya suka lemot  dan sisa kuota masih tidak mau muncul  tapi sisa pulsa bisa kelihatan
Ini aplikasi apa ya perasaan signal bagus masa mau beli kuota di aplikasi myXL kesalahan jaringan terus perasaan signal full tapi sama aja sampai sampai beli kartu baru  beli agar bisa buat beli paket di myXL  tapi sama aja ini aplikasi rusak banget sumpah,ini aplikasi apa ya perasaan signal bagus masa mau beli kuota di aplikasi myxl kesalahan jaringan terus perasaan signal full tapi sama aja sampai sampai beli kartu baru  beli agar bisa buat beli paket di myxl  tapi sama aja ini aplikasi rusak banget sumpah
ini kenapa ya apk nya tadi saya pas mau ngisi paket gak bisa kata nya Gagal memuat data tapi kan pake wifi emang lemot,ini kenapa ya apk nya tadi saya pas mau ngisi paket gak bisa kata nya gagal memuat data tapi kan pake wifi emang lemot
bulan bulan ini sinyal XL saya sangat jelek  untuk bermain game online pingnya naik turun  tolong pihak XL untuk di perbaiki sinyal XL  termiakaih,bulan bulan ini sinyal xl saya sangat jelek  untuk bermain game online pingnya naik turun  tolong pihak xl untuk di perbaiki sinyal xl  termiakaih
Tolong diperbaiki lagi sinyalnya yaa  harga kuotanya juga banyak in diskon kalaupun gak diskon ya jangan mahal  kami yang anak sekolahan mau beli kuota susah euy Kasih gratisan juga dongss Jan pelit Sekian terima kuota,tolong diperbaiki lagi sinyalnya yaa  harga kuotanya juga banyak in diskon kalaupun gak diskon ya jangan mahal  kami yang anak sekolahan mau beli kuota susah euy kasih gratisan juga dongss jan pelit sekian terima kuota
Aplikasinya sihh bagus sebelum diupdate tapi Kenapa yaa setelah diupdate aplikasinya sering terjadi kesalahan  Semisal mau beli kuota atau lihat kuota yang masih aktif sering terjadi kesalahan gagal memuat padahal sinyal bagus diganti pake jaringan wifi juga sama aja Mohon tindak lanjutnya untuk developmen Terimakasih,aplikasinya sihh bagus sebelum diupdate tapi kenapa yaa setelah diupdate aplikasinya sering terjadi kesalahan  semisal mau beli kuota atau lihat kuota yang masih aktif sering terjadi kesalahan gagal memuat padahal sinyal bagus diganti pake jaringan wifi juga sama aja mohon tindak lanjutnya untuk developmen terimakasih
terima kasih myxl telah memberi saya pendapat  berkat aplikasi myxl ini saya lebih mudah berkomunikasi dengan keluarga saya dan lebih mudah membeli paket dan harga nya pas dan murah murah  jadi rekomdasi buat pengguna xl download aplikasi ini  dan saya telah bergabung sama aplikasi myxl selama  Tahun,terima kasih myxl telah memberi saya pendapat  berkat aplikasi myxl ini saya lebih mudah berkomunikasi dengan keluarga saya dan lebih mudah membeli paket dan harga nya pas dan murah murah  jadi rekomdasi buat pengguna xl download aplikasi ini  dan saya telah bergabung sama aplikasi myxl selama  tahun
Kenapa ya jaringannya jadi lemot banget bulan bulan belakang ini  Buka aplikasi my xl ini aja lag banget  Butuh bermenit menit buat cek paketan di myxl padahal kuota masih banyak  Buat meet nge lag  main game nge lag  Mohon maaf banget  mending ganti kartu aja saya  Terimakasih udah jadi kartu andalan  meski itu masa lalu  Bye  xl  Aku baru ganti kartu lain langsung dapet bonus  Sudahlah terimakasih banget xl  Ku harap kedepannya xl bisa lebih baik lagi,kenapa ya jaringannya jadi lemot banget bulan bulan belakang ini  buka aplikasi my xl ini aja lag banget  butuh bermenit menit buat cek paketan di myxl padahal kuota masih banyak  buat meet nge lag  main game nge lag  mohon maaf banget  mending ganti kartu aja saya  terimakasih udah jadi kartu andalan  meski itu masa lalu  bye  xl  aku baru ganti kartu lain langsung dapet bonus  sudahlah terimakasih banget xl  ku harap kedepannya xl bisa lebih baik lagi
Jaringan XL makin jelek ya  sinyal naik turun  anak saya jadi sering nangis karena lg nonton YouTube selalu loading Saya gx sengaja keluar dari my XL mau masuk lagi gx bisa Jawabannya belum bisa masuk  kenapa,jaringan xl makin jelek ya  sinyal naik turun  anak saya jadi sering nangis karena lg nonton youtube selalu loading saya gx sengaja keluar dari my xl mau masuk lagi gx bisa jawabannya belum bisa masuk  kenapa
Sinyal sering atau komplain di xl care tidak ada solusi setiap complain alasanya ada peningkatan jaringan  hanya di buatkan laporan dan disuruh sabar  admin kabur ketika saya sedang komplain di xl care massanger  saya pemakai kartu xl lama dan saya kecewa,sinyal sering atau komplain di xl care tidak ada solusi setiap complain alasanya ada peningkatan jaringan  hanya di buatkan laporan dan disuruh sabar  admin kabur ketika saya sedang komplain di xl care massanger  saya pemakai kartu xl lama dan saya kecewa
Aplikasi myXL sekarang suka error jika digunakan ngefrem melulu  kayak hp terkena virus lemot banget  dan sudah beberapa kali isi ulang use voucher  bonusan scan voucher tidak dapat digunakan mohon perbaikan pada pihak XL,aplikasi myxl sekarang suka error jika digunakan ngefrem melulu  kayak hp terkena virus lemot banget  dan sudah beberapa kali isi ulang use voucher  bonusan scan voucher tidak dapat digunakan mohon perbaikan pada pihak xl
saya tetap pilih XL  biarpun banyak operator lain menawarkan berbagai produk internet  saya tetap memilih produk internet XL  saya Penggunaan XL sejati,saya tetap pilih xl  biarpun banyak operator lain menawarkan berbagai produk internet  saya tetap memilih produk internet xl  saya penggunaan xl sejati
Kenapa kuota belajar  gb dari XL tidak bisa di nonaktifkan  saya setiap hari mencoba tapi selalu terjadi kesalahan  apa gangguan terjadi setiap hari  Saya ingin memberhentikan paket kuota belajar dari XL,kenapa kuota belajar  gb dari xl tidak bisa di nonaktifkan  saya setiap hari mencoba tapi selalu terjadi kesalahan  apa gangguan terjadi setiap hari  saya ingin memberhentikan paket kuota belajar dari xl
Teruntuk pihak provider XL Axiata  mohon di perbaiki lagi kualitas jaringan nya karna belakangan ini kualitas jaringan nya kurang stabil apalagi saat cuaca buruk mati lampu  terkadang bisa tiba  hilang sinyal  tidak ada koneksi untuk fitur  yg ditawarkan sudah cukup bagus seperti adanya aplikasi My XL ini yg memudahkan pengguna dalam membeli kuota paket data & Harga yg di tawarkan pun juga cukup bersaing sehingga masih terjangkau oleh anak kost an,teruntuk pihak provider xl axiata  mohon di perbaiki lagi kualitas jaringan nya karna belakangan ini kualitas jaringan nya kurang stabil apalagi saat cuaca buruk mati lampu  terkadang bisa tiba  hilang sinyal  tidak ada koneksi untuk fitur  yg ditawarkan sudah cukup bagus seperti adanya aplikasi my xl ini yg memudahkan pengguna dalam membeli kuota paket data & harga yg di tawarkan pun juga cukup bersaing sehingga masih terjangkau oleh anak kost an
Banyak bohongnya Di bagian atas menu ada paket murah tapi pas di klik ternyata tidak sesuai dengan iklan nya Bintang satu masih kebanyakan jawaban admin selalu sama artinya itu ROBOT yang jawab,banyak bohongnya di bagian atas menu ada paket murah tapi pas di klik ternyata tidak sesuai dengan iklan nya bintang satu masih kebanyakan jawaban admin selalu sama artinya itu robot yang jawab
