Ulasan,cleansing
"Mohon maaf pak/bu, to the point, kenapa kinerja xl kian hari kian menurun? Semoga xl bisa mengembalikan kenyamanan para pengguna xl seperti dulu lagi.",Mohon maaf pak bu  to the point  kenapa kinerja xl kian hari kian menurun  Semoga xl bisa mengembalikan kenyamanan para pengguna xl seperti dulu lagi
Sinyal kurang stabil.. Mohon di perbaiki jangkauan wilayah sinyal... Agar lebih baik.. Dan bisa di nikmati berbagai wilayah. Dan perluas jaringan agar banyak lagi pengguna xl. ðŸ™,Sinyal kurang stabil Mohon di perbaiki jangkauan wilayah sinyal Agar lebih baik Dan bisa di nikmati berbagai wilayah  Dan perluas jaringan agar banyak lagi pengguna xl  
"Saya ke sini mau komplain, kenapa saya perpanjang paketan, jadi Lemot/kecepatan per mb di batasi, tidak bisa buat main Game/Nonton YouTube, muter muter terus",Saya ke sini mau komplain  kenapa saya perpanjang paketan  jadi Lemot kecepatan per mb di batasi  tidak bisa buat main Game Nonton YouTube  muter muter terus
"maaf saya mau tanya, my xl saya kenapa iyaa saya mau paketin data di my xl tapi gak bisa"" iyaa ?? padahal saya sudah restart dan bersihkan aplikasi dan dwonload ulang my xl tapi tetap tidak bisa buat paketiin data di my xl... tolong di bantu",maaf saya mau tanya  my xl saya kenapa iyaa saya mau paketin data di my xl tapi gak bisa  iyaa padahal saya sudah restart dan bersihkan aplikasi dan dwonload ulang my xl tapi tetap tidak bisa buat paketiin data di my xl tolong di bantu
"lucu xl ini jaringan nya, 4G+ signal penuh, kuota ku ada 10GB, tapi sudah sebulan ini, di handphone tidak ada koneksi, ganti ke indosat, okey banget lancar, artinya handphone ku nggak ada masalah, yg bermasalah jaringan XL, bisnis rugi garaÂ² pakai jaringan XL",lucu xl ini jaringan nya signal penuh  kuota ku ada  GB  tapi sudah sebulan ini  di handphone tidak ada koneksi  ganti ke indosat  okey banget lancar  artinya handphone ku nggak ada masalah  yg bermasalah jaringan XL  bisnis rugi gara pakai jaringan XL
"Sudah 3 bulan ini ga bisa buka apk myxl. Sudah sering buat ulasan balasannya cuma hub maya, clear cache. Itu2 trs sangat ga membantu mau Dicoba 100x pun tetap ga bisa. ðŸ˜ˆðŸ˜ˆðŸ˜ˆ",Sudah bulan ini ga bisa buka apk myxl  Sudah sering buat ulasan balasannya cuma hub maya  clear cache  Itu  trs sangat ga membantu mau Dicoba pun tetap ga bisa  
Mengapa bonus selalu melalui myxl app kenapa gak langsung otomatis gue udah lama pakai XL sampai berapa kali ganti no selalu pakai XL ...tapi sekarang gue jadi kecewa ....jadi untuk internet gu stop pakai XL ...sinyal selalu lemot .... tower dimana mana di kuasai XL ....percuma banyak tower tapi sinyalnya minus ...bahkan di tengah kota besar pun sinyalnya minta ampun lemotnya apa lagi di daerah pelosok ....,Mengapa bonus selalu melalui myxl app kenapa gak langsung otomatis gue udah lama pakai XL sampai berapa kali ganti no selalu pakai XL tapi sekarang gue jadi kecewa jadi untuk internet gu stop pakai XL sinyal selalu lemot tower dimana mana di kuasai XL percuma banyak tower tapi sinyalnya minus bahkan di tengah kota besar pun sinyalnya minta ampun lemotnya apa lagi di daerah pelosok
"Haduh pusing deh di bikin jaringan xl , Tiba tiba setiap siang hari mati muluuu ,. Kalo mati nya sebentar mah gak apa apa ini malah mau setengah hari kaga nyala nyala , Pokok ny ga puasss , Belik paket mahal mahal",Haduh pusing deh di bikin jaringan xl Tiba tiba setiap siang hari mati mulu Kalo mati nya sebentar mah gak apa apa ini malah mau setengah hari kaga nyala nyala Pokok ny ga puas Belik paket mahal mahal
MyXL tolong minta perhatiannya sudah dari bulan Juli sampai desember poin saya tidak ad penambahan. Masalahnya saya tetep beli paketnya di myXL.... Untuk masalah ini tolong kejelasannya.,MyXL tolong minta perhatiannya sudah dari bulan Juli sampai desember poin saya tidak ad penambahan  Masalahnya saya tetep beli paketnya di myXL Untuk masalah ini tolong kejelasannya
"Pada aplikasi ditambahkan menu layanan untuk xlhome, baik pengaduan, pemeliharaan, dan ulasan. Sehingga jika kita ingin melakukan pengaduan atau layanan apapun bisa melalui 1 aplikasi (myXL) tanpa harus melakukan panggilan telefon.",Pada aplikasi ditambahkan menu layanan untuk xlhome  baik pengaduan  pemeliharaan  dan ulasan  Sehingga jika kita ingin melakukan pengaduan atau layanan apapun bisa melalui aplikasi  myXL  tanpa harus melakukan panggilan telefon
"Pengen perpanjang paket data yg harga 69000, sy isi pulsa, dan dipaksa sy ada 74000, masa tau2 besok nya lenyap tinggal 24.000 yg 50.000 kemana??? Padahal ngak ada riwayat transaksi sama sekali di aplikasi xl nya. Tolong lah balikin pulsa sya",Pengen perpanjang paket data yg harga sy isi pulsa  dan dipaksa sy ada masa tau  besok nya lenyap tinggal yg kemana Padahal ngak ada riwayat transaksi sama sekali di aplikasi xl nya  Tolong lah balikin pulsa sya
Saya diberi Kartu Satu XL sbg pelanggan setia xl home 25.000 dapat 15 Gb sebulan. saya sdh menggunakan XL home selama 3 thn. habis ga habis kuota 15 GB akan hangus bulan depan kuotanya.. bulan pertama sisa kuota 11 GB hangus jadi awal bulan kembali 15 GB. bulan kedua sisa 600 MB & parahnya di tgl 1 Des kuota dulu ga hangus dan tdk ditambah .. saya menghubungi Gangguan 820 dan di trima dgn nomer pengaduan C26373.. dijanjikan paling cepat 1 x 24 paling lama 3x24 jam sampai 5x24 ga ditambah parah,Saya diberi Kartu Satu XL sbg pelanggan setia xl home dapat Gb sebulan  saya sdh menggunakan XL home selama thn  habis ga habis kuota GB akan hangus bulan depan kuotanya bulan pertama sisa kuota GB hangus jadi awal bulan kembali GB  bulan kedua sisa MB & parahnya di tgl Des kuota dulu ga hangus dan tdk ditambah saya menghubungi Gangguan dan di trima dgn nomer pengaduan dijanjikan paling cepat paling lama jam sampai ga ditambah parah
"Tolong setelah update kok makin error saja, terutama saat maen game online sinyal nya error,ping ny pun merah , tlng di perbaiki jaringan nya,jika tidak para pelanggan akan pindah ke operator lain...",Tolong setelah update kok makin error saja  terutama saat maen game online sinyal nya error ping ny pun merah tlng di perbaiki jaringan nya jika tidak para pelanggan akan pindah ke operator lain
"Aplikasi myXL sangat membantu dalam informasi sisa pulsa serta info kuota paket yg tersisa dan fasilitas lainnya,semoga kedepannya aplikasi myXL banyak program2 Discount,Bonus serta Promo2 yg memberikan kemudah2 dalam pelayanan untuk penguna layanan XL,ini sangat penting dan perlu diingat bahwa XL dapat berkembang dan maju hingga kini karena pelanggan setia penguna XL, jadi utamakan pelanggan dan berikan pelayanan prioritas ke pelanggan jangan melihat Kasta atau Status Sosial Nya.Salam Mulyadi",Aplikasi myXL sangat membantu dalam informasi sisa pulsa serta info kuota paket yg tersisa dan fasilitas lainnya semoga kedepannya aplikasi myXL banyak program  Discount Bonus serta Promo  yg memberikan kemudah  dalam pelayanan untuk penguna layanan XL ini sangat penting dan perlu diingat bahwa XL dapat berkembang dan maju hingga kini karena pelanggan setia penguna XL  jadi utamakan pelanggan dan berikan pelayanan prioritas ke pelanggan jangan melihat Kasta atau Status Sosial Nya Salam Mulyadi
"Aplikasi ini sangat mambantu saya dengan baikk, namun ada satu hal yang menurut saya kurang yaitu pembayaran via Bank hanya bisa satu bank, jadi tolong tambah lagi pembayaran via banknya ya jangan cuma ke satu bank saja devploper terimkasih",Aplikasi ini sangat mambantu saya dengan baikk  namun ada satu hal yang menurut saya kurang yaitu pembayaran via Bank hanya bisa satu bank  jadi tolong tambah lagi pembayaran via banknya ya jangan cuma ke satu bank saja devploper terimkasih
"Sudah lama pakai myXL, tapi beberapa hari ini waktu dipakai aplikasinya gak merespon. Setelah diperbarui juga gak ada perubahan, setiap mau transaksi pembelian kuota pasti aplikasinya gak merespon trus langsung keluar sendiri. Sudah di coba beberapa kali juga masih sama. Mohon diperbaiki.",Sudah lama pakai myXL  tapi beberapa hari ini waktu dipakai aplikasinya gak merespon  Setelah diperbarui juga gak ada perubahan  setiap mau transaksi pembelian kuota pasti aplikasinya gak merespon trus langsung keluar sendiri  Sudah di coba beberapa kali juga masih sama  Mohon diperbaiki
"Selalu ada tulisan maaf my xl tidak menanggapi, akhirnya terpaksa saya keluar, dan itu bagaimana tanggapan dari developer perusahaan xl, kenapa tidak konsisten dengan masalah masalah seperti ini, sekecil apapun masalahnya, bisa berdampak buruk bagi pengguna, ingat itu. Dan satu lagi, saya punya bonus scan tapi tidak bisa di pake, udah 2x beli voucer, semua bonus scan tidak bisa di aktifkan,",Selalu ada tulisan maaf my xl tidak menanggapi  akhirnya terpaksa saya keluar  dan itu bagaimana tanggapan dari developer perusahaan xl  kenapa tidak konsisten dengan masalah masalah seperti ini  sekecil apapun masalahnya  bisa berdampak buruk bagi pengguna  ingat itu  Dan satu lagi  saya punya bonus scan tapi tidak bisa di pake  udah beli voucer  semua bonus scan tidak bisa di aktifkan
"halo, ini kenapa gabisa dibuka app xl nya?? udah minta bantuan tanggepan nya lelet bgt, nunggu kepotong trus pulsa nya, ada apasi sma xl? bales ulasan make link bukan nya bales sesuai kritikan, gimna si ini hadeuh cape bgt, update aja trus tapi gaada feedback ke pengguna!",halo  ini kenapa gabisa dibuka app xl nya udah minta bantuan tanggepan nya lelet bgt  nunggu kepotong trus pulsa nya  ada apasi sma xl  bales ulasan make link bukan nya bales sesuai kritikan  gimna si ini hadeuh cape bgt  update aja trus tapi gaada feedback ke pengguna
"Payahhhhh bangeeetttttt Setiap mau beli paket tulisanya terjadi kesalahan terus, mana beli paketnya harus lewat aplikasi lagi, mending klo app nya normal ini app nya bobrok bgt!!!!!!!",Payah banget Setiap mau beli paket tulisanya terjadi kesalahan terus  mana beli paketnya harus lewat aplikasi lagi  mending klo app nya normal ini app nya bobrok bgt
"Ini sih bukan perbaikan.. Malah semakin BURUK.... BANYAK YG GA KEBUKANYA. apakah sudah Diuji terlebih dulu sblm di sebarkan? Dan anehnya jaringan internet sekarang2 hampir sama dengan provider simerah sinyal full tp internet off, apakah jaringan pesaing berat XL ini 1 tower, saling numpang pemancar gitu..? Penyakitnya bisa sama gini.. Saya aktifin kuota XL dan Simerah, dua2nya penyakitnya sama, saingan harus menyamai yaaahh ðŸ¤”ðŸ¤”",Ini sih bukan perbaikan Malah semakin BURUK BANYAK YG GA KEBUKANYA  apakah sudah Diuji terlebih dulu sblm di sebarkan  Dan anehnya jaringan internet sekarang  hampir sama dengan provider simerah sinyal full tp internet off  apakah jaringan pesaing berat XL ini tower  saling numpang pemancar gitu Penyakitnya bisa sama gini Saya aktifin kuota XL dan Simerah  dua nya penyakitnya sama  saingan harus menyamai yahh 
makin lama kq makin gak jelas gini seh jaringan nya? buat masuk aplikasi My XL aja gak bisa! tolong lah diperkuat lagi jaringan nya meskipun hujan badai ttp stay gitu. saya pengguna lama loh dikartu XL ini.,makin lama kq makin gak jelas gini seh jaringan nya  buat masuk aplikasi My XL aja gak bisa  tolong lah diperkuat lagi jaringan nya meskipun hujan badai ttp stay gitu  saya pengguna lama loh dikartu XL ini
"Aplikasi apa ini setelah update/sebelum update masa saya gak bisa cek kouta padahal masih banyak pulsanya.Dan juga di aplikasi ada tulisan ""GAGAL MEMUAT DATA COBA LAGI"" Kenapa ini tolong di jawabðŸ˜¡",Aplikasi apa ini setelah update sebelum update masa saya gak bisa cek kouta padahal masih banyak pulsanya Dan juga di aplikasi ada tulisan  GAGAL MEMUAT DATA COBA LAGI  Kenapa ini tolong di jawab
Seharusnya saya baca dulu ulasan yang lain. Saya dapat bonus xtra kuota yg harus diklaim dari aplikasi myXL ini. Saya mau klaim 30 menit setelah isi pulsa. Tapi yg terjadi hanyalah HARAPAN PALSU. BONUS TIDAK BISA DI KLAIM SELALU MUNCUL NOTIF KESALAHAN SAAT MAU KONFIRMASI. Saya pikir dgn laporan kinerja baik XL awal tahun menjadikannya lbh baik tapi kenyataannya malah membuat PERUSAHAAN INI SEMAKIN TULI KRITIK !!,Seharusnya saya baca dulu ulasan yang lain  Saya dapat bonus xtra kuota yg harus diklaim dari aplikasi myXL ini  Saya mau klaim menit setelah isi pulsa  Tapi yg terjadi hanyalah HARAPAN PALSU  BONUS TIDAK BISA DI KLAIM SELALU MUNCUL NOTIF KESALAHAN SAAT MAU KONFIRMASI  Saya pikir dgn laporan kinerja baik XL awal tahun menjadikannya lbh baik tapi kenyataannya malah membuat PERUSAHAAN INI SEMAKIN TULI KRITIK
"sistim bokbrok sekali , sebelum di update bagus'' ajah bisa masuk apk , kenapa setelah versi teranyar malah gak ada kuotaðŸ˜‚ jelas'' kuota banyak ttep ngotot maaf kuota anda habis ,gila memang AUTO HAPUSSS GAK GUNAA BGSD!!!!!!!",sistim bokbrok sekali sebelum di update bagus ajah bisa masuk apk kenapa setelah versi teranyar malah gak ada kuota jelas kuota banyak ttep ngotot maaf kuota anda habis  gila memang AUTO HAPUS GAK GUNAA BGSD
"XL sudah bagus jaringannya dan bisa dipakai di seluruh pelosok daerah , center call nya ramah dan dijawab dengan jelas dan mudah dimengerti , Security buka account nya sangat teliti ,dan produk XL terus update dan masih menunggu 5G .",XL sudah bagus jaringannya dan bisa dipakai di seluruh pelosok daerah center call nya ramah dan dijawab dengan jelas dan mudah dimengerti Security buka account nya sangat teliti  dan produk XL terus update dan masih menunggu
"Kenapa ngambil bonus kuota harus lewat apk my XL, Bayangin lu isi pulsa trus dapet bonus,ngambil nya di my XL otomatis kan lu aktifin data, dan lu tau kan apa yg terjadi,,,,,,,, yap,, pulsa anda terpotong,,, gak jadi beli kuota, ,,,, kan sesat sekali",Kenapa ngambil bonus kuota harus lewat apk my XL  Bayangin lu isi pulsa trus dapet bonus ngambil nya di my XL otomatis kan lu aktifin data  dan lu tau kan apa yg terjadi yap pulsa anda terpotong gak jadi beli kuota kan sesat sekali
Meski sinyal bagus tetapi pemotongan pulsa yang terus berjalan meski tidak menggunakan layanan internet menjadi satu hal yang sangat merugikan customer XL. Belum tau kedepannya apakah masih menggunakan operator XL apa tidak. karena operator lain tidak akan memotong pulsa ketika saya menggunakan XL untuk berinternet.,Meski sinyal bagus tetapi pemotongan pulsa yang terus berjalan meski tidak menggunakan layanan internet menjadi satu hal yang sangat merugikan customer XL  Belum tau kedepannya apakah masih menggunakan operator XL apa tidak  karena operator lain tidak akan memotong pulsa ketika saya menggunakan XL untuk berinternet
"Buat main game lemot gabisa masuk dalam permainan FF aku menggunakan xl unlimited, buruksekali baru kali ini bawa game ff gabisa masuk lobby pake jaringan kentang !!!!!!!!!!",Buat main game lemot gabisa masuk dalam permainan FF aku menggunakan xl unlimited  buruksekali baru kali ini bawa game ff gabisa masuk lobby pake jaringan kentang
Allhamdulillah ada perubahan tolong dikembangkan dalam mengolah jaringan...! Segala bentuk ucapan terkadang menyakiti perasaan orang tanpa kita sadari tapi dikala penyesalan itu datang persaan jdi sedu sedan ingin rasanya menghukum diri sendiri dari apa yg kita ucapkan tadi.Maaf beribu maaf dik Maya...,Allhamdulillah ada perubahan tolong dikembangkan dalam mengolah jaringan Segala bentuk ucapan terkadang menyakiti perasaan orang tanpa kita sadari tapi dikala penyesalan itu datang persaan jdi sedu sedan ingin rasanya menghukum diri sendiri dari apa yg kita ucapkan tadi Maaf beribu maaf dik Maya
"Ini kenapa sudah 2 Minggu signal xl gk bagus,, susah jadi buat mobile,, Bikin orang jadi susah buat keperluan sehari-hari,, Harus ganti kartu seperti nya XL susah sangat buruk",Ini kenapa sudah Minggu signal xl gk bagus susah jadi buat mobile Bikin orang jadi susah buat keperluan sehari hari Harus ganti kartu seperti nya XL susah sangat buruk
"tolong dong kuota malam nya jgn banyakÂ² lahh, hrusnya ditaruh di 24 jam semua jaringan aja, soalnya buat sekolah dll... sayang kuota malam nya lah masih bnyk bgt tpi g ke pakai, lgian sapa yg mau pakai? mungkin hny sebagian org saja yg pakai, wktu tidur masa suruh bangun tengah mlm ?mohon kebijakannya.",tolong dong kuota malam nya jgn banyak lahh  hrusnya ditaruh di jam semua jaringan aja  soalnya buat sekolah dll sayang kuota malam nya lah masih bnyk bgt tpi ke pakai  lgian sapa yg mau pakai  mungkin hny sebagian org saja yg pakai  wktu tidur masa suruh bangun tengah mlm  mohon kebijakannya
"Saya pelanggan XL setia, Kasih Bonus yang banyak dongðŸ˜ðŸ˜. sayati-ganti nomor karena hilang sama hpnya. kalau bisa, apakah pihak xl bisa melacak keberadaan hp saya?. Terimakasih ðŸ™ðŸ™ðŸ™",Saya pelanggan XL setia  Kasih Bonus yang banyak dong  sayati ganti nomor karena hilang sama hpnya  kalau bisa  apakah pihak xl bisa melacak keberadaan hp saya Terimakasih 
"Di solo jawa tengah xl sering terjadi gangguan terkadang sinyal gak muncul sama sekali,kuota xl masih banyak pulsa juga ada. Dimohon dari pihak xl segera memperbaiki jaringan dikarena mengganggu aktivitas kerjaan",Di solo jawa tengah xl sering terjadi gangguan terkadang sinyal gak muncul sama sekali kuota xl masih banyak pulsa juga ada  Dimohon dari pihak xl segera memperbaiki jaringan dikarena mengganggu aktivitas kerjaan
"Jatuh tempo katanya tgl 22 jun 21, diisi pulsa 25rb tgl 15 jun 21 kenapa jatuh temponya tgl 15 juli 21 ??? Katanya isi pulsa 25rb masa aktif 30 hari?? Tgl yg sama tgl 15 jun 21 pulsa ditambah lagi 25rb kenapa masa aktifnya tetap???? (Tgl 15 juli 21) Tgl 3/12/2021 isi pulsa 100.000 ko masa aktifnya 30 hari? Isi pulsa 30.000 juga 30 hari Isi banyak-banyak RUGII8II",Jatuh tempo katanya tgl jun diisi pulsa  rb tgl jun kenapa jatuh temponya tgl juli Katanya isi pulsa  rb masa aktif hari Tgl yg sama tgl jun pulsa ditambah lagi  rb kenapa masa aktifnya tetap Tgl juli Tgl isi pulsa ko masa aktifnya hari  Isi pulsa juga hari Isi banyak banyak RUGII II
"sudah 5 hari ini di jawa timur jaringan xl sangat susah , saya kira problem hp ternyata jaringan , tolong segera dibenah i !!!, kalau seperti ini terus customer bisa pindah ke sebelah saja tidak ada perbaikan !!!!",sudah hari ini di jawa timur jaringan xl sangat susah saya kira problem hp ternyata jaringan tolong segera dibenah kalau seperti ini terus customer bisa pindah ke sebelah saja tidak ada perbaikan
Harga paketan murah dan sesuai. Tapi sekarang saya sangat kecewa dengan signalnya ...dulu lancar jaya...tapi makin kesini semakin buruk... parah..bahkan hilang. Tolong dong xl di perbaiki...sebelum kami para pengguna xl berpindah ke provider lain...,Harga paketan murah dan sesuai  Tapi sekarang saya sangat kecewa dengan signalnya dulu lancar jaya tapi makin kesini semakin buruk parah  bahkan hilang  Tolong dong xl di perbaiki sebelum kami para pengguna xl berpindah ke provider lain
Aneh banget saya bikin paket kemarin yg 7 hari 11 Gb.. trus bsoknya saya tambah paket yg 7 hari juga tapi yg cuma 3 Gb aja. tapi pas buka apk Myxl malah paket saya 7gb kehapus atau paket saya yg 11Gb hilang gitu aja pas tambah paket 3Gb.. Hiissss,Aneh banget saya bikin paket kemarin yg hari Gb trus bsoknya saya tambah paket yg hari juga tapi yg cuma Gb aja  tapi pas buka apk Myxl malah paket saya  gb kehapus atau paket saya yg  Gb hilang gitu aja pas tambah paket  Gb Hiis
Ini kenapa sih kok jadi susah... Mau lihat sisa data aja gk keluar2.. Tadi aja bisa masih 11gb.. Sekarang muncul tulisan gagal memuat data. Gitu terus.. Pdhal sudah di update,Ini kenapa sih kok jadi susah Mau lihat sisa data aja gk keluar Tadi aja bisa masih  gb Sekarang muncul tulisan gagal memuat data  Gitu terus Pdhal sudah di update
"Sebelumnya mohon maaf, saya dari dulu selalu memberikan bintang lima karena saya puas dengan layanannya. Tapi makin kesini kok makin aneh rasanya, bonusnya ga bisa di klaim padahal udah memenuhi syarat, dan sekarang point my xl nya udah ga ada.",Sebelumnya mohon maaf  saya dari dulu selalu memberikan bintang lima karena saya puas dengan layanannya  Tapi makin kesini kok makin aneh rasanya  bonusnya ga bisa di klaim padahal udah memenuhi syarat  dan sekarang point my xl nya udah ga ada
"Udah lama pake, tapi jaringan jarang banget stabil, apalagi malam, saat main game, terkadang 4G/sinyalnya(darurat) tiba2 hilang, bukan tambah connect malah AFK. Trimakasih",Udah lama pake  tapi jaringan jarang banget stabil  apalagi malam  saat main game  terkadang sinyalnya darurat  tiba  hilang  bukan tambah connect malah AFK  Trimakasih
"Beli kuota 30gb yang masuk cuma 13gb. Setelah komplen lama banget prosesnya. Ditunggu berminggu minggu baru masuk yang 6gb, 11gb ga ada sampe skarang. Saya komplen lagi, saya kirim hasil ss dan sudah jelas disitu jumlah kuota yang masuk tidak sesuai malah jawabnya kuotanya sudah sesuai. Baru tau saya ternyata selama ini 13+6=30. Bukanmaen.",Beli kuota  gb yang masuk cuma  gb  Setelah komplen lama banget prosesnya  Ditunggu berminggu minggu baru masuk yang  gb gb ga ada sampe skarang  Saya komplen lagi  saya kirim hasil ss dan sudah jelas disitu jumlah kuota yang masuk tidak sesuai malah jawabnya kuotanya sudah sesuai  Baru tau saya ternyata selama ini Bukanmaen
"Hay semua pelanggan Xl sekarang xl udah mulai lemah pindah ke kartu as bang abang banyak promo super diskon wow rata""jawa timur sekarang udh pindah di kartu as sinyal ok no lag siap tempur.....Xl promo diskon di gedein sinyal lemah....semenjak bagi 2 dgn exsis sinyal mulai memburuk sinyal Xl sekarang paling buruk",Hay semua pelanggan Xl sekarang xl udah mulai lemah pindah ke kartu as bang abang banyak promo super diskon wow rata jawa timur sekarang udh pindah di kartu as sinyal ok no lag siap tempur Xl promo diskon di gedein sinyal lemah semenjak bagi dgn exsis sinyal mulai memburuk sinyal Xl sekarang paling buruk
"Malah semakin parah jaringan,hilang hilang mulu,..tau tau hilang...ni maksutnya gimana...!!?? ,jaringan/sinyal kacau parah.. Kecewa ngisi pketan yg VIP,.jringan/siyal kacau.. 96% parah",Malah semakin parah jaringan hilang hilang mulu tau tau hilang ni maksutnya gimana jaringan sinyal kacau parah Kecewa ngisi pketan yg VIP  jringan siyal kacau % parah
"Tiap hari jumping melulu nih sinyal, bikin orang stres aja, mood yg awalnya baik baik aja eh di kasih jumping udh kaya orang stres, macam bot aja sih gerai si gitu gedenya ga bisa memberikan kenyamanan consumer ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž, Jangan mau pake xl akhir akhir ini percuma beli kuota gede gede sinyalnya udh kaya edge!!!!!!",Tiap hari jumping melulu nih sinyal  bikin orang stres aja  mood yg awalnya baik baik aja eh di kasih jumping udh kaya orang stres  macam bot aja sih gerai si gitu gedenya ga bisa memberikan kenyamanan consumer Jangan mau pake xl akhir akhir ini percuma beli kuota gede gede sinyalnya udh kaya edge
"Saya kan dapat paket unlimited ig, fb, dan viu. Yang saya heran, kenapa ngak bisa dipake yang buat kuota viunya? Udh di restart, udh di hidup matiin juga, tapi ttp ngk bisa. Kalau ngak niat ngasih unlimited, jangan di kasih dong.",Saya kan dapat paket unlimited ig  fb  dan viu  Yang saya heran  kenapa ngak bisa dipake yang buat kuota viunya  Udh di restart  udh di hidup matiin juga  tapi ttp ngk bisa  Kalau ngak niat ngasih unlimited  jangan di kasih dong
"Saya sudah lama menjadi pengguna XL yang loyal, tapi tidak pernah mendapatkan diskonan yang sangat besar.berbeda dengan para pengguna XL baru,mereka berkali-kali mendapatkan diskonan yg besar Ni maksud XL kont- gimana?!",Saya sudah lama menjadi pengguna XL yang loyal  tapi tidak pernah mendapatkan diskonan yang sangat besar berbeda dengan para pengguna XL baru mereka berkali kali mendapatkan diskonan yg besar Ni maksud XL kont  gimana
Sangat kecewa sama xl .. Tiap buat game selalu jaringan ilang .. Terus kalo di tempatÂ² tertentu sinyal merah kuning ... Di sabarÂ²in malah gini terus terlalu menyepelekan pelangan !!!!!!!!,Sangat kecewa sama xl Tiap buat game selalu jaringan ilang Terus kalo di tempat tertentu sinyal merah kuning Di sabarin malah gini terus terlalu menyepelekan pelangan
Saya sudah kecewa dengan XL sya kira kartu 3 atau telkomsel boros ternyata XL lebih parah nyedot kuota padahal gue cuman main game doang dan wa gk pernah ntn streaming yutub dll tp dlm 1 hari dia makan 4GB aplikasi cuman sedikit ... Dr sini gue udh gk mau lg make XL kartu penyedot aja ... Mohon diperbaiki cara hemat kuotanya ini sdh parah parah parah bahkan temen saya pun ngeluh kek saya,Saya sudah kecewa dengan XL sya kira kartu atau telkomsel boros ternyata XL lebih parah nyedot kuota padahal gue cuman main game doang dan wa gk pernah ntn streaming yutub dll tp dlm hari dia makan  GB aplikasi cuman sedikit Dr sini gue udh gk mau lg make XL kartu penyedot aja Mohon diperbaiki cara hemat kuotanya ini sdh parah parah parah bahkan temen saya pun ngeluh kek saya
"isi pulsa 100rb dapat sms gratis kuota unlmted 3 hari ,stlah itu saya ok ,(sy tunggu 3 hari baru beli paket biasa) ,ternyata kuota gratis tidak terpakai ,malah pulsa 100rb hangus untuk kuota biasa ,sungguh PROMO jebakan",isi pulsa  rb dapat sms gratis kuota unlmted hari  stlah itu saya ok sy tunggu hari baru beli paket biasa ternyata kuota gratis tidak terpakai  malah pulsa  rb hangus untuk kuota biasa  sungguh PROMO jebakan
"Gimana sih makin kesini sinyal tambah buruk banget, buat telponan wa putus"", apalagi buat vidcall susah jaringan buruk . Buat buka aplikasi jg lemot,.xl g spt dulu ,ayolah diperbaiki",Gimana sih makin kesini sinyal tambah buruk banget  buat telponan wa putus apalagi buat vidcall susah jaringan buruk Buat buka aplikasi jg lemot  xl spt dulu  ayolah diperbaiki
Sudah uninstal dan instal 5 kali.. namun tetep tidak bisa dibuka.. sudah cek semua aplikasi terinstal juga.. dari aplikasi bawaan samsung.. sampai aplikasi non bawaan.. kecuali my xl.. semua normal.,Sudah uninstal dan instal kali namun tetep tidak bisa dibuka sudah cek semua aplikasi terinstal juga dari aplikasi bawaan samsung sampai aplikasi non bawaan kecuali my xl semua normal
Jaringan nya parah banget. Makin lama makin Lemot aja. buat game aja GK bsa ngelag trus. Nyerap kuota internet nya boros bnget tpi jaringan nya lemot GK sesuai. Jaringan lemot bukannya bikin kuota lebih hemat mlah bikin boros.,Jaringan nya parah banget  Makin lama makin Lemot aja  buat game aja GK bsa ngelag trus  Nyerap kuota internet nya boros bnget tpi jaringan nya lemot GK sesuai  Jaringan lemot bukannya bikin kuota lebih hemat mlah bikin boros
"Sinyalnya sekarang super lemot. Padahal dulu super ngebut,kecewa sih. Btw bsk ganti provider,udh ga kuat sama lemotnya xl. Kirain bakal ada perbaikan,taunya makin jelek jaringannya.",Sinyalnya sekarang super lemot  Padahal dulu super ngebut kecewa sih  Btw bsk ganti provider udh ga kuat sama lemotnya xl  Kirain bakal ada perbaikan taunya makin jelek jaringannya
"Saran dong, sewaktu ga ada paket supaya bisa buka my xl, jadi mudah untuk mengaktifkan paket. Karna untuk buka my xl aja butuh paket. Kalau axis untuk buka my axis ga pake paket bisa kok, kenapa xl ga bisa, ditingkat kan lagi ya",Saran dong  sewaktu ga ada paket supaya bisa buka my xl  jadi mudah untuk mengaktifkan paket  Karna untuk buka my xl aja butuh paket  Kalau axis untuk buka my axis ga pake paket bisa kok  kenapa xl ga bisa  ditingkat kan lagi ya
Apk nya !!!!!!!!!!!!!!!!!!!!!!!!!!Â¡!!!!!Â¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! bagus banget,Apk nya bagus banget
